shipment_id,expected_eta_hours,actual_hours,sla_utilization,breach_probability,risk_level
SHIP-2026-02917,66,186.3,2.823,0.93,CRITICAL
SHIP-2026-02918,41,118.25,2.884,0.823,CRITICAL
SHIP-2026-02919,58,1013.4,17.472,0.774,CRITICAL
SHIP-2026-02920,96,284.52,2.964,0.854,CRITICAL
SHIP-2026-02921,69,767.85,11.128,0.798,CRITICAL
SHIP-2026-02922,102,921.53,9.035,0.927,CRITICAL
SHIP-2026-02923,77,908.73,11.802,0.828,CRITICAL
SHIP-2026-02924,47,568.3,12.091,0.738,HIGH
SHIP-2026-02925,25,228.42,9.137,0.826,CRITICAL
SHIP-2026-02926,31,576.5,18.597,0.855,CRITICAL
SHIP-2026-02927,71,12.53,0.176,0.059,LOW
SHIP-2026-02928,20,1179.93,58.997,0.773,CRITICAL
SHIP-2026-02929,37,1227.52,33.176,0.817,CRITICAL
SHIP-2026-02930,32,791.12,24.723,0.916,CRITICAL
SHIP-2026-02931,95,844.18,8.886,0.863,CRITICAL
SHIP-2026-02932,49,1324.55,27.032,0.823,CRITICAL
SHIP-2026-02933,31,121.77,3.928,0.99,CRITICAL
SHIP-2026-02934,17,1083.98,63.764,0.781,CRITICAL
SHIP-2026-02935,114,1420.17,12.458,0.84,CRITICAL
SHIP-2026-02936,39,188.73,4.839,0.817,CRITICAL
SHIP-2026-02937,87,28.98,0.333,0.124,LOW
SHIP-2026-02938,39,1414.35,36.265,0.853,CRITICAL
SHIP-2026-02939,86,447.58,5.204,0.954,CRITICAL
SHIP-2026-02940,25,1000.72,40.029,0.764,CRITICAL
SHIP-2026-02941,101,1409.68,13.957,0.856,CRITICAL
SHIP-2026-02942,51,151.87,2.978,0.795,CRITICAL
SHIP-2026-02943,72,930.0,12.917,0.849,CRITICAL
SHIP-2026-02944,55,906.32,16.479,0.846,CRITICAL
SHIP-2026-02945,43,925.6,21.526,0.882,CRITICAL
SHIP-2026-02946,79,578.77,7.326,0.811,CRITICAL
SHIP-2026-02947,83,1160.38,13.98,0.779,CRITICAL
SHIP-2026-02948,83,626.98,7.554,0.902,CRITICAL
SHIP-2026-02949,67,535.67,7.995,0.77,CRITICAL
SHIP-2026-02950,101,440.32,4.36,0.834,CRITICAL
SHIP-2026-02951,84,1037.25,12.348,0.891,CRITICAL
SHIP-2026-02952,57,1177.28,20.654,0.724,HIGH
SHIP-2026-02953,44,372.63,8.469,0.861,CRITICAL
SHIP-2026-02954,79,581.88,7.366,0.863,CRITICAL
SHIP-2026-02955,73,566.05,7.754,0.88,CRITICAL
SHIP-2026-02956,90,271.9,3.021,0.912,CRITICAL
SHIP-2026-02957,38,408.97,10.762,0.847,CRITICAL
SHIP-2026-02958,84,243.52,2.899,0.849,CRITICAL
SHIP-2026-02959,101,638.57,6.322,0.904,CRITICAL
SHIP-2026-02960,87,1380.4,15.867,0.986,CRITICAL
SHIP-2026-02961,109,1259.8,11.558,0.816,CRITICAL
SHIP-2026-02962,90,827.0,9.189,0.883,CRITICAL
SHIP-2026-02963,23,991.22,43.097,0.871,CRITICAL
SHIP-2026-02964,26,92.02,3.539,0.826,CRITICAL
SHIP-2026-02965,53,221.88,4.186,0.836,CRITICAL
SHIP-2026-02966,35,547.32,15.638,0.873,CRITICAL
SHIP-2026-02967,68,1211.77,17.82,0.913,CRITICAL
SHIP-2026-02968,25,713.82,28.553,0.856,CRITICAL
SHIP-2026-02969,52,672.83,12.939,0.89,CRITICAL
SHIP-2026-02970,42,1022.52,24.346,0.926,CRITICAL
SHIP-2026-02971,43,1023.68,23.807,0.923,CRITICAL
SHIP-2026-02972,83,1270.68,15.309,0.907,CRITICAL
SHIP-2026-02973,64,199.07,3.11,0.734,HIGH
SHIP-2026-02974,116,973.22,8.39,0.859,CRITICAL
SHIP-2026-02975,28,892.07,31.86,0.907,CRITICAL
SHIP-2026-02976,78,1407.08,18.039,0.874,CRITICAL
SHIP-2026-02977,81,47.25,0.583,0.149,LOW
SHIP-2026-02978,49,316.27,6.454,0.901,CRITICAL
SHIP-2026-02979,79,737.75,9.339,0.939,CRITICAL
SHIP-2026-02980,106,866.93,8.179,0.896,CRITICAL
SHIP-2026-02981,53,1184.7,22.353,0.738,HIGH
SHIP-2026-02982,54,437.45,8.101,0.87,CRITICAL
SHIP-2026-02983,40,749.28,18.732,0.912,CRITICAL
SHIP-2026-02984,83,492.65,5.936,0.944,CRITICAL
SHIP-2026-02985,18,248.87,13.826,0.828,CRITICAL
SHIP-2026-02986,97,644.13,6.641,0.827,CRITICAL
SHIP-2026-02987,102,826.9,8.107,0.78,CRITICAL
SHIP-2026-02988,30,1357.75,45.258,0.74,HIGH
SHIP-2026-02989,44,894.27,20.324,0.97,CRITICAL
SHIP-2026-02990,110,469.92,4.272,0.952,CRITICAL
SHIP-2026-02991,62,447.48,7.217,0.822,CRITICAL
SHIP-2026-02992,70,1122.48,16.035,0.831,CRITICAL
SHIP-2026-02993,49,319.68,6.524,0.938,CRITICAL
SHIP-2026-02994,47,302.68,6.44,0.767,CRITICAL
SHIP-2026-02995,111,756.82,6.818,0.893,CRITICAL
SHIP-2026-02996,71,1312.45,18.485,0.933,CRITICAL
SHIP-2026-02997,20,1391.72,69.586,0.767,CRITICAL
SHIP-2026-02998,79,1193.22,15.104,0.907,CRITICAL
SHIP-2026-02999,44,1462.57,33.24,0.99,CRITICAL
SHIP-2026-03000,19,1306.67,68.772,0.937,CRITICAL
SHIP-2026-03001,113,851.97,7.54,0.99,CRITICAL
SHIP-2026-03002,76,403.38,5.308,0.989,CRITICAL
SHIP-2026-03003,52,99.95,1.922,0.948,CRITICAL
SHIP-2026-03004,25,817.22,32.689,0.99,CRITICAL
SHIP-2026-03005,45,81.05,1.801,0.826,CRITICAL
SHIP-2026-03006,37,117.22,3.168,0.9,CRITICAL
SHIP-2026-03007,114,729.48,6.399,0.911,CRITICAL
SHIP-2026-03008,70,1428.55,20.408,0.744,HIGH
SHIP-2026-03009,43,848.03,19.722,0.815,CRITICAL
SHIP-2026-03010,51,742.1,14.551,0.851,CRITICAL
SHIP-2026-03011,32,138.6,4.331,0.804,CRITICAL
SHIP-2026-03012,107,1014.17,9.478,0.906,CRITICAL
SHIP-2026-03013,25,822.38,32.895,0.945,CRITICAL
SHIP-2026-03014,31,694.15,22.392,0.919,CRITICAL
SHIP-2026-03015,62,252.42,4.071,0.852,CRITICAL
SHIP-2026-03016,32,1042.57,32.58,0.932,CRITICAL
SHIP-2026-03017,57,1254.0,22.0,0.894,CRITICAL
SHIP-2026-03018,99,732.45,7.398,0.895,CRITICAL
SHIP-2026-03019,29,971.85,33.512,0.807,CRITICAL
SHIP-2026-03020,109,651.25,5.975,0.99,CRITICAL
SHIP-2026-03021,30,1367.88,45.596,0.857,CRITICAL
SHIP-2026-03022,46,734.97,15.978,0.908,CRITICAL
SHIP-2026-03023,99,1079.5,10.904,0.803,CRITICAL
SHIP-2026-03024,23,674.15,29.311,0.781,CRITICAL
SHIP-2026-03025,78,1041.52,13.353,0.726,HIGH
SHIP-2026-03026,21,163.88,7.804,0.733,HIGH
SHIP-2026-03027,62,156.38,2.522,0.737,HIGH
SHIP-2026-03028,71,433.63,6.107,0.818,CRITICAL
SHIP-2026-03029,42,24.65,0.587,0.105,LOW
SHIP-2026-03030,45,1054.38,23.431,0.99,CRITICAL
SHIP-2026-03031,68,890.8,13.1,0.827,CRITICAL
SHIP-2026-03032,118,1065.5,9.03,0.99,CRITICAL
SHIP-2026-03033,26,130.03,5.001,0.99,CRITICAL
SHIP-2026-03034,29,624.02,21.518,0.837,CRITICAL
SHIP-2026-03035,93,1402.63,15.082,0.916,CRITICAL
SHIP-2026-03036,83,784.75,9.455,0.854,CRITICAL
SHIP-2026-03037,46,876.5,19.054,0.762,CRITICAL
SHIP-2026-03038,64,1305.72,20.402,0.741,HIGH
SHIP-2026-03039,39,1060.87,27.202,0.834,CRITICAL
SHIP-2026-03040,50,826.27,16.525,0.933,CRITICAL
SHIP-2026-03041,85,49.73,0.585,0.123,LOW
SHIP-2026-03042,104,1009.08,9.703,0.946,CRITICAL
SHIP-2026-03043,80,850.28,10.628,0.99,CRITICAL
SHIP-2026-03044,45,1364.73,30.327,0.845,CRITICAL
SHIP-2026-03045,110,934.8,8.498,0.878,CRITICAL
SHIP-2026-03046,119,889.55,7.475,0.915,CRITICAL
SHIP-2026-03047,30,1233.9,41.13,0.75,CRITICAL
SHIP-2026-03048,77,106.57,1.384,0.798,CRITICAL
SHIP-2026-03049,70,1087.67,15.538,0.979,CRITICAL
SHIP-2026-03050,39,836.02,21.436,0.928,CRITICAL
SHIP-2026-03051,72,546.32,7.588,0.821,CRITICAL
SHIP-2026-03052,43,1414.23,32.889,0.848,CRITICAL
SHIP-2026-03053,111,1055.25,9.507,0.886,CRITICAL
SHIP-2026-03054,81,161.62,1.995,0.832,CRITICAL
SHIP-2026-03055,65,1115.68,17.164,0.844,CRITICAL
SHIP-2026-03056,28,1059.53,37.84,0.9,CRITICAL
SHIP-2026-03057,48,665.55,13.866,0.883,CRITICAL
SHIP-2026-03058,58,708.18,12.21,0.936,CRITICAL
SHIP-2026-03059,31,886.73,28.604,0.904,CRITICAL
SHIP-2026-03060,78,281.97,3.615,0.862,CRITICAL
SHIP-2026-03061,36,1234.6,34.294,0.804,CRITICAL
SHIP-2026-03062,44,229.33,5.212,0.834,CRITICAL
SHIP-2026-03063,32,1145.02,35.782,0.812,CRITICAL
SHIP-2026-03064,27,1380.35,51.124,0.81,CRITICAL
SHIP-2026-03065,115,530.57,4.614,0.961,CRITICAL
SHIP-2026-03066,85,92.38,1.087,0.916,CRITICAL
SHIP-2026-03067,47,806.58,17.161,0.907,CRITICAL
SHIP-2026-03068,99,1180.62,11.925,0.99,CRITICAL
SHIP-2026-03069,28,1000.42,35.729,0.775,CRITICAL
SHIP-2026-03070,53,1028.63,19.408,0.779,CRITICAL
SHIP-2026-03071,19,918.87,48.362,0.864,CRITICAL
SHIP-2026-03072,51,1215.67,23.837,0.827,CRITICAL
SHIP-2026-03073,41,200.73,4.896,0.893,CRITICAL
SHIP-2026-03074,75,1066.52,14.22,0.728,HIGH
SHIP-2026-03075,58,1381.72,23.823,0.786,CRITICAL
SHIP-2026-03076,116,993.27,8.563,0.853,CRITICAL
SHIP-2026-03077,35,1385.57,39.588,0.868,CRITICAL
SHIP-2026-03078,35,863.9,24.683,0.785,CRITICAL
SHIP-2026-03079,58,1287.22,22.193,0.84,CRITICAL
SHIP-2026-03080,48,1341.85,27.955,0.84,CRITICAL
SHIP-2026-03081,99,260.43,2.631,0.902,CRITICAL
SHIP-2026-03082,80,1343.45,16.793,0.923,CRITICAL
SHIP-2026-03083,25,481.38,19.255,0.824,CRITICAL
SHIP-2026-03084,29,1104.05,38.071,0.817,CRITICAL
SHIP-2026-03085,50,359.52,7.19,0.95,CRITICAL
SHIP-2026-03086,77,377.98,4.909,0.791,CRITICAL
SHIP-2026-03087,41,69.13,1.686,0.839,CRITICAL
SHIP-2026-03088,62,843.32,13.602,0.868,CRITICAL
SHIP-2026-03089,82,1197.72,14.606,0.951,CRITICAL
SHIP-2026-03090,106,143.77,1.356,0.99,CRITICAL
SHIP-2026-03091,58,413.42,7.128,0.731,HIGH
SHIP-2026-03092,43,1373.85,31.95,0.981,CRITICAL
SHIP-2026-03093,17,798.58,46.975,0.776,CRITICAL
SHIP-2026-03094,106,973.03,9.18,0.86,CRITICAL
SHIP-2026-03095,79,135.7,1.718,0.909,CRITICAL
SHIP-2026-03096,78,1070.73,13.727,0.752,CRITICAL
SHIP-2026-03097,75,702.25,9.363,0.948,CRITICAL
SHIP-2026-03098,26,565.77,21.76,0.864,CRITICAL
SHIP-2026-03099,83,277.02,3.338,0.88,CRITICAL
SHIP-2026-03100,84,907.98,10.809,0.935,CRITICAL
SHIP-2026-03101,43,1207.98,28.093,0.949,CRITICAL
SHIP-2026-03102,87,466.03,5.357,0.785,CRITICAL
SHIP-2026-03103,67,357.85,5.341,0.805,CRITICAL
SHIP-2026-03104,68,472.37,6.947,0.796,CRITICAL
SHIP-2026-03105,32,919.42,28.732,0.99,CRITICAL
SHIP-2026-03106,77,368.13,4.781,0.902,CRITICAL
SHIP-2026-03107,120,931.07,7.759,0.897,CRITICAL
SHIP-2026-03108,62,1370.55,22.106,0.731,HIGH
SHIP-2026-03109,116,338.93,2.922,0.849,CRITICAL
SHIP-2026-03110,61,1052.1,17.248,0.908,CRITICAL
SHIP-2026-03111,35,1378.85,39.396,0.934,CRITICAL
SHIP-2026-03112,53,1051.08,19.832,0.819,CRITICAL
SHIP-2026-03113,56,162.58,2.903,0.914,CRITICAL
SHIP-2026-03114,52,1046.45,20.124,0.871,CRITICAL
SHIP-2026-03115,30,744.47,24.816,0.898,CRITICAL
SHIP-2026-03116,84,392.33,4.671,0.731,HIGH
SHIP-2026-03117,40,1144.25,28.606,0.864,CRITICAL
SHIP-2026-03118,53,1345.17,25.381,0.844,CRITICAL
SHIP-2026-03119,82,985.28,12.016,0.833,CRITICAL
SHIP-2026-03120,79,1043.32,13.207,0.903,CRITICAL
SHIP-2026-03121,70,50.93,0.728,0.311,MEDIUM
SHIP-2026-03122,38,82.1,2.161,0.815,CRITICAL
SHIP-2026-03123,98,244.0,2.49,0.99,CRITICAL
SHIP-2026-03124,58,65.78,1.134,0.751,CRITICAL
SHIP-2026-03125,34,349.88,10.291,0.926,CRITICAL
SHIP-2026-03126,30,912.48,30.416,0.84,CRITICAL
SHIP-2026-03127,70,265.03,3.786,0.807,CRITICAL
SHIP-2026-03128,76,1392.48,18.322,0.883,CRITICAL
SHIP-2026-03129,37,270.48,7.31,0.866,CRITICAL
SHIP-2026-03130,103,560.98,5.446,0.762,CRITICAL
SHIP-2026-03131,89,579.63,6.513,0.819,CRITICAL
SHIP-2026-03132,32,1125.85,35.183,0.888,CRITICAL
SHIP-2026-03133,46,899.42,19.553,0.938,CRITICAL
SHIP-2026-03134,16,563.52,35.22,0.942,CRITICAL
SHIP-2026-03135,23,1108.22,48.183,0.794,CRITICAL
SHIP-2026-03136,73,468.93,6.424,0.936,CRITICAL
SHIP-2026-03137,107,1461.12,13.655,0.99,CRITICAL
SHIP-2026-03138,36,557.3,15.481,0.848,CRITICAL
SHIP-2026-03139,79,399.02,5.051,0.875,CRITICAL
SHIP-2026-03140,65,324.58,4.994,0.848,CRITICAL
SHIP-2026-03141,103,765.63,7.433,0.911,CRITICAL
SHIP-2026-03142,33,1132.82,34.328,0.882,CRITICAL
SHIP-2026-03143,74,523.23,7.071,0.812,CRITICAL
SHIP-2026-03144,67,891.08,13.3,0.956,CRITICAL
SHIP-2026-03145,74,798.02,10.784,0.828,CRITICAL
SHIP-2026-03146,44,1046.55,23.785,0.789,CRITICAL
SHIP-2026-03147,31,955.05,30.808,0.814,CRITICAL
SHIP-2026-03148,17,176.57,10.386,0.91,CRITICAL
SHIP-2026-03149,75,1440.45,19.206,0.895,CRITICAL
SHIP-2026-03150,41,630.88,15.387,0.839,CRITICAL
SHIP-2026-03151,80,1141.1,14.264,0.924,CRITICAL
SHIP-2026-03152,50,138.88,2.778,0.979,CRITICAL
SHIP-2026-03153,83,1057.12,12.736,0.848,CRITICAL
SHIP-2026-03154,105,755.2,7.192,0.877,CRITICAL
SHIP-2026-03155,81,627.85,7.751,0.811,CRITICAL
SHIP-2026-03156,47,478.63,10.184,0.831,CRITICAL
SHIP-2026-03157,120,802.53,6.688,0.802,CRITICAL
SHIP-2026-03158,27,1304.77,48.325,0.909,CRITICAL
SHIP-2026-03159,95,680.07,7.159,0.749,HIGH
SHIP-2026-03160,74,1287.92,17.404,0.77,CRITICAL
SHIP-2026-03161,69,1225.12,17.755,0.911,CRITICAL
SHIP-2026-03162,119,1254.77,10.544,0.923,CRITICAL
SHIP-2026-03163,16,313.63,19.602,0.81,CRITICAL
SHIP-2026-03164,49,1002.45,20.458,0.834,CRITICAL
SHIP-2026-03165,56,863.65,15.422,0.99,CRITICAL
SHIP-2026-03166,71,524.8,7.392,0.99,CRITICAL
SHIP-2026-03167,69,951.2,13.786,0.816,CRITICAL
SHIP-2026-03168,75,1015.75,13.543,0.893,CRITICAL
SHIP-2026-03169,37,989.78,26.751,0.901,CRITICAL
SHIP-2026-03170,116,287.25,2.476,0.839,CRITICAL
SHIP-2026-03171,58,440.17,7.589,0.83,CRITICAL
SHIP-2026-03172,30,1064.25,35.475,0.841,CRITICAL
SHIP-2026-03173,77,550.95,7.155,0.801,CRITICAL
SHIP-2026-03174,39,408.65,10.478,0.841,CRITICAL
SHIP-2026-03175,39,953.65,24.453,0.847,CRITICAL
SHIP-2026-03176,50,1292.13,25.843,0.843,CRITICAL
SHIP-2026-03177,57,1322.7,23.205,0.817,CRITICAL
SHIP-2026-03178,34,499.28,14.685,0.951,CRITICAL
SHIP-2026-03179,28,732.75,26.17,0.748,HIGH
SHIP-2026-03180,76,343.57,4.521,0.946,CRITICAL
SHIP-2026-03181,85,1291.83,15.198,0.723,HIGH
SHIP-2026-03182,107,12.45,0.116,0.111,LOW
SHIP-2026-03183,97,297.72,3.069,0.843,CRITICAL
SHIP-2026-03184,51,555.78,10.898,0.849,CRITICAL
SHIP-2026-03185,116,1233.18,10.631,0.841,CRITICAL
SHIP-2026-03186,93,504.47,5.424,0.875,CRITICAL
SHIP-2026-03187,89,920.93,10.348,0.74,HIGH
SHIP-2026-03188,82,442.22,5.393,0.82,CRITICAL
SHIP-2026-03189,51,398.12,7.806,0.882,CRITICAL
SHIP-2026-03190,78,209.53,2.686,0.732,HIGH
SHIP-2026-03191,48,662.62,13.805,0.924,CRITICAL
SHIP-2026-03192,56,718.9,12.838,0.821,CRITICAL
SHIP-2026-03193,70,950.97,13.585,0.968,CRITICAL
SHIP-2026-03194,62,516.5,8.331,0.941,CRITICAL
SHIP-2026-03195,59,839.53,14.229,0.732,HIGH
SHIP-2026-03196,32,887.72,27.741,0.882,CRITICAL
SHIP-2026-03197,32,32.33,1.01,0.916,CRITICAL
SHIP-2026-03198,28,754.32,26.94,0.823,CRITICAL
SHIP-2026-03199,81,742.57,9.168,0.913,CRITICAL
SHIP-2026-03200,31,1300.35,41.947,0.892,CRITICAL
SHIP-2026-03201,53,1164.92,21.98,0.851,CRITICAL
SHIP-2026-03202,109,871.8,7.998,0.832,CRITICAL
SHIP-2026-03203,106,779.23,7.351,0.817,CRITICAL
SHIP-2026-03204,72,858.4,11.922,0.929,CRITICAL
SHIP-2026-03205,49,238.52,4.868,0.854,CRITICAL
SHIP-2026-03206,38,493.15,12.978,0.754,CRITICAL
SHIP-2026-03207,53,332.63,6.276,0.898,CRITICAL
SHIP-2026-03208,46,818.72,17.798,0.811,CRITICAL
SHIP-2026-03209,91,1103.95,12.131,0.784,CRITICAL
SHIP-2026-03210,33,1331.48,40.348,0.87,CRITICAL
SHIP-2026-03211,84,1452.47,17.291,0.771,CRITICAL
SHIP-2026-03212,60,1187.65,19.794,0.99,CRITICAL
SHIP-2026-03213,28,899.9,32.139,0.756,CRITICAL
SHIP-2026-03214,26,590.43,22.709,0.723,HIGH
SHIP-2026-03215,82,638.37,7.785,0.815,CRITICAL
SHIP-2026-03216,74,106.8,1.443,0.925,CRITICAL
SHIP-2026-03217,81,1201.68,14.836,0.721,HIGH
SHIP-2026-03218,22,611.77,27.808,0.807,CRITICAL
SHIP-2026-03219,51,802.68,15.739,0.906,CRITICAL
SHIP-2026-03220,53,1453.45,27.424,0.729,HIGH
SHIP-2026-03221,98,42.78,0.437,0.081,LOW
SHIP-2026-03222,70,1261.07,18.015,0.895,CRITICAL
SHIP-2026-03223,53,843.72,15.919,0.753,CRITICAL
SHIP-2026-03224,49,105.77,2.159,0.942,CRITICAL
SHIP-2026-03225,79,1008.28,12.763,0.86,CRITICAL
SHIP-2026-03226,42,1099.02,26.167,0.831,CRITICAL
SHIP-2026-03227,72,40.68,0.565,0.098,LOW
SHIP-2026-03228,51,23.18,0.455,0.074,LOW
SHIP-2026-03229,76,423.72,5.575,0.944,CRITICAL
SHIP-2026-03230,69,83.07,1.204,0.752,CRITICAL
SHIP-2026-03231,87,470.92,5.413,0.802,CRITICAL
SHIP-2026-03232,32,248.48,7.765,0.889,CRITICAL
SHIP-2026-03233,52,920.3,17.698,0.856,CRITICAL
SHIP-2026-03234,81,1283.08,15.84,0.798,CRITICAL
SHIP-2026-03235,70,729.1,10.416,0.834,CRITICAL
SHIP-2026-03236,79,227.53,2.88,0.773,CRITICAL
SHIP-2026-03237,35,331.98,9.485,0.859,CRITICAL
SHIP-2026-03238,81,523.85,6.467,0.74,HIGH
SHIP-2026-03239,29,515.85,17.788,0.843,CRITICAL
SHIP-2026-03240,99,1171.18,11.83,0.916,CRITICAL
SHIP-2026-03241,116,862.8,7.438,0.865,CRITICAL
SHIP-2026-03242,59,296.13,5.019,0.93,CRITICAL
SHIP-2026-03243,77,1075.93,13.973,0.942,CRITICAL
SHIP-2026-03244,63,112.33,1.783,0.793,CRITICAL
SHIP-2026-03245,37,1116.08,30.164,0.907,CRITICAL
SHIP-2026-03246,55,1442.33,26.224,0.763,CRITICAL
SHIP-2026-03247,106,689.08,6.501,0.802,CRITICAL
SHIP-2026-03248,65,1018.33,15.667,0.843,CRITICAL
SHIP-2026-03249,30,1353.12,45.104,0.752,CRITICAL
SHIP-2026-03250,36,1459.9,40.553,0.911,CRITICAL
SHIP-2026-03251,31,1034.98,33.386,0.851,CRITICAL
SHIP-2026-03252,118,996.73,8.447,0.99,CRITICAL
SHIP-2026-03253,108,1247.12,11.547,0.829,CRITICAL
SHIP-2026-03254,62,548.42,8.845,0.864,CRITICAL
SHIP-2026-03255,32,968.52,30.266,0.796,CRITICAL
SHIP-2026-03256,27,871.13,32.264,0.918,CRITICAL
SHIP-2026-03257,37,860.48,23.256,0.809,CRITICAL
SHIP-2026-03258,67,1400.58,20.904,0.903,CRITICAL
SHIP-2026-03259,22,1443.15,65.598,0.753,CRITICAL
SHIP-2026-03260,85,1048.93,12.34,0.774,CRITICAL
SHIP-2026-03261,76,57.58,0.758,0.326,MEDIUM
SHIP-2026-03262,44,1211.9,27.543,0.822,CRITICAL
SHIP-2026-03263,25,386.67,15.467,0.774,CRITICAL
SHIP-2026-03264,78,313.1,4.014,0.918,CRITICAL
SHIP-2026-03265,82,785.52,9.58,0.846,CRITICAL
SHIP-2026-03266,22,1075.65,48.893,0.87,CRITICAL
SHIP-2026-03267,76,1348.88,17.748,0.843,CRITICAL
SHIP-2026-03268,20,1424.5,71.225,0.844,CRITICAL
SHIP-2026-03269,21,768.22,36.582,0.916,CRITICAL
SHIP-2026-03270,93,1462.6,15.727,0.882,CRITICAL
SHIP-2026-03271,67,559.32,8.348,0.783,CRITICAL
SHIP-2026-03272,37,332.05,8.974,0.817,CRITICAL
SHIP-2026-03273,61,17.27,0.283,0.103,LOW
SHIP-2026-03274,36,1077.15,29.921,0.938,CRITICAL
SHIP-2026-03275,90,1155.55,12.839,0.914,CRITICAL
SHIP-2026-03276,49,665.77,13.587,0.774,CRITICAL
SHIP-2026-03277,115,768.65,6.684,0.921,CRITICAL
SHIP-2026-03278,90,874.88,9.721,0.99,CRITICAL
SHIP-2026-03279,64,135.33,2.115,0.831,CRITICAL
SHIP-2026-03280,93,425.75,4.578,0.99,CRITICAL
SHIP-2026-03281,71,662.33,9.329,0.854,CRITICAL
SHIP-2026-03282,60,511.28,8.521,0.809,CRITICAL
SHIP-2026-03283,18,459.65,25.536,0.892,CRITICAL
SHIP-2026-03284,84,870.37,10.362,0.823,CRITICAL
SHIP-2026-03285,42,1273.08,30.311,0.788,CRITICAL
SHIP-2026-03286,89,220.55,2.478,0.891,CRITICAL
SHIP-2026-03287,17,589.58,34.681,0.831,CRITICAL
SHIP-2026-03288,95,1244.92,13.104,0.99,CRITICAL
SHIP-2026-03289,71,106.92,1.506,0.749,HIGH
SHIP-2026-03290,109,155.33,1.425,0.947,CRITICAL
SHIP-2026-03291,74,1380.03,18.649,0.76,CRITICAL
SHIP-2026-03292,72,193.67,2.69,0.931,CRITICAL
SHIP-2026-03293,38,1096.87,28.865,0.883,CRITICAL
SHIP-2026-03294,107,131.33,1.227,0.724,HIGH
SHIP-2026-03295,114,706.92,6.201,0.845,CRITICAL
SHIP-2026-03296,74,390.63,5.279,0.84,CRITICAL
SHIP-2026-03297,44,689.65,15.674,0.926,CRITICAL
SHIP-2026-03298,118,928.07,7.865,0.904,CRITICAL
SHIP-2026-03299,111,153.63,1.384,0.897,CRITICAL
SHIP-2026-03300,31,813.8,26.252,0.733,HIGH
SHIP-2026-03301,73,685.37,9.389,0.808,CRITICAL
SHIP-2026-03302,58,489.77,8.444,0.83,CRITICAL
SHIP-2026-03303,73,831.7,11.393,0.808,CRITICAL
SHIP-2026-03304,64,1290.28,20.161,0.822,CRITICAL
SHIP-2026-03305,64,459.37,7.178,0.932,CRITICAL
SHIP-2026-03306,101,171.35,1.697,0.887,CRITICAL
SHIP-2026-03307,26,1010.87,38.88,0.746,HIGH
SHIP-2026-03308,74,1451.48,19.615,0.949,CRITICAL
SHIP-2026-03309,80,1007.67,12.596,0.886,CRITICAL
SHIP-2026-03310,29,957.33,33.011,0.845,CRITICAL
SHIP-2026-03311,17,1293.78,76.105,0.816,CRITICAL
SHIP-2026-03312,62,568.1,9.163,0.881,CRITICAL
SHIP-2026-03313,42,629.25,14.982,0.749,HIGH
SHIP-2026-03314,16,38.1,2.381,0.762,CRITICAL
SHIP-2026-03315,59,1026.52,17.399,0.783,CRITICAL
SHIP-2026-03316,42,1090.6,25.967,0.842,CRITICAL
SHIP-2026-03317,84,1092.03,13.0,0.923,CRITICAL
SHIP-2026-03318,48,707.65,14.743,0.823,CRITICAL
SHIP-2026-03319,79,1452.48,18.386,0.846,CRITICAL
SHIP-2026-03320,70,1456.33,20.805,0.99,CRITICAL
SHIP-2026-03321,20,1025.82,51.291,0.879,CRITICAL
SHIP-2026-03322,32,1213.52,37.922,0.732,HIGH
SHIP-2026-03323,32,86.13,2.692,0.836,CRITICAL
SHIP-2026-03324,50,1235.87,24.717,0.909,CRITICAL
SHIP-2026-03325,70,91.48,1.307,0.944,CRITICAL
SHIP-2026-03326,28,660.9,23.604,0.784,CRITICAL
SHIP-2026-03327,49,792.2,16.167,0.838,CRITICAL
SHIP-2026-03328,40,1235.82,30.895,0.85,CRITICAL
SHIP-2026-03329,75,1306.18,17.416,0.813,CRITICAL
SHIP-2026-03330,69,1360.92,19.723,0.893,CRITICAL
SHIP-2026-03331,67,293.07,4.374,0.826,CRITICAL
SHIP-2026-03332,83,1419.62,17.104,0.763,CRITICAL
SHIP-2026-03333,51,1162.47,22.794,0.832,CRITICAL
SHIP-2026-03334,81,573.87,7.085,0.938,CRITICAL
SHIP-2026-03335,56,126.4,2.257,0.882,CRITICAL
SHIP-2026-03336,73,329.87,4.519,0.803,CRITICAL
SHIP-2026-03337,65,1179.57,18.147,0.774,CRITICAL
SHIP-2026-03338,105,1012.17,9.64,0.822,CRITICAL
SHIP-2026-03339,54,409.95,7.592,0.907,CRITICAL
SHIP-2026-03340,26,288.53,11.097,0.924,CRITICAL
SHIP-2026-03341,50,1122.0,22.44,0.855,CRITICAL
SHIP-2026-03342,79,580.78,7.352,0.767,CRITICAL
SHIP-2026-03343,67,267.52,3.993,0.849,CRITICAL
SHIP-2026-03344,107,780.87,7.298,0.873,CRITICAL
SHIP-2026-03345,54,1212.27,22.449,0.92,CRITICAL
SHIP-2026-03346,42,502.95,11.975,0.99,CRITICAL
SHIP-2026-03347,84,887.75,10.568,0.752,CRITICAL
SHIP-2026-03348,28,1269.12,45.326,0.908,CRITICAL
SHIP-2026-03349,25,858.1,34.324,0.904,CRITICAL
SHIP-2026-03350,74,704.18,9.516,0.941,CRITICAL
